8.244023083264633315e-04,9.843363561417971530e-01
1.648804616652926663e-03,9.802143446001648774e-01
2.473206924979389886e-03,9.760923330585326019e-01
3.297609233305853326e-03,9.563066776586974793e-01
4.122011541632316332e-03,9.480626545754328172e-01
4.946413849958779772e-03,9.060181368507831401e-01
5.770816158285243212e-03,9.051937345424567738e-01
6.595218466611706652e-03,8.953009068425391570e-01
7.419620774938170092e-03,8.779884583676834664e-01
8.244023083264632665e-03,8.540807914262159573e-01
9.068425391591096105e-03,8.499587798845836817e-01
9.892827699917559545e-03,8.491343775762572044e-01
1.071723000824402298e-02,8.441879637262984515e-01
1.154163231657048642e-02,8.425391591096454968e-01
1.236603462489694986e-02,8.417147568013190195e-01
1.319043693322341330e-02,8.408903544929925422e-01
1.401483924154987674e-02,8.359439406430337893e-01
1.483924154987634018e-02,8.351195383347073120e-01
1.566364385820280189e-02,8.334707337180543574e-01
1.648804616652926533e-02,8.112118713932399139e-01
1.731244847485572877e-02,8.062654575432811610e-01
1.813685078318219221e-02,7.980214344600164988e-01
1.896125309150865565e-02,7.971970321516900215e-01
1.978565539983511909e-02,7.963726298433635442e-01
2.061005770816158253e-02,7.938994229183842233e-01
2.143446001648804597e-02,7.922506183017312686e-01
2.225886232481450941e-02,7.881286067600988821e-01
2.308326463314097285e-02,7.873042044517725158e-01
2.390766694146743629e-02,7.840065952184666065e-01
2.473206924979389973e-02,7.831821929101401292e-01
2.555647155812036317e-02,7.543281121187139782e-01
2.638087386644682661e-02,7.526793075020610235e-01
2.720527617477329005e-02,7.518549051937345462e-01
2.802967848309975349e-02,7.328936521022259010e-01
2.885408079142621693e-02,7.279472382522671481e-01
2.967848309975268037e-02,7.238252267106347615e-01
3.050288540807914381e-02,7.213520197856554406e-01
3.132728771640560378e-02,7.205276174773289632e-01
3.215169002473206722e-02,7.188788128606760086e-01
3.297609233305853066e-02,7.164056059356965767e-01
3.380049464138499410e-02,7.155812036273702104e-01
3.462489694971145754e-02,7.147568013190437330e-01
3.544929925803792098e-02,7.023907666941467953e-01
3.627370156636438442e-02,6.982687551525144087e-01
3.709810387469084786e-02,6.974443528441879314e-01
3.792250618301731130e-02,6.966199505358614541e-01
3.874690849134377474e-02,6.924979389942291785e-01
3.957131079967023818e-02,6.867271228359439483e-01
4.039571310799670162e-02,6.784830997526792862e-01
4.122011541632316506e-02,6.776586974443528089e-01
4.204451772464962850e-02,6.760098928276999652e-01
4.286892003297609194e-02,6.751854905193734879e-01
4.369332234130255538e-02,6.735366859027205333e-01
4.451772464962901882e-02,6.727122835943940560e-01
4.534212695795548226e-02,6.702390766694146240e-01
4.616652926628194570e-02,6.677658697444353031e-01
4.699093157460840914e-02,6.661170651277823485e-01
4.781533388293487258e-02,6.636438582028029165e-01
4.863973619126133602e-02,6.537510305028854107e-01
4.946413849958779946e-02,6.529266281945589334e-01
5.028854080791426290e-02,6.521022258862324561e-01
5.111294311624072634e-02,6.488046166529266578e-01
5.193734542456718978e-02,6.479802143446001805e-01
5.276174773289365322e-02,6.471558120362737032e-01
5.358615004122011666e-02,6.455070074196207486e-01
5.441055234954658010e-02,6.446826051112942713e-01
5.523495465787304354e-02,6.438582028029677939e-01
5.605935696619950698e-02,6.364385820280297201e-01
5.688375927452597042e-02,6.257213520197856260e-01
5.770816158285243386e-02,6.248969497114591487e-01
5.853256389117889730e-02,6.240725474031327824e-01
5.935696619950536074e-02,6.183017312448474412e-01
6.018136850783182418e-02,5.812036273701566280e-01
6.100577081615828762e-02,5.803792250618301507e-01
6.183017312448475106e-02,5.795548227535036734e-01
6.265457543281120756e-02,5.729596042868919659e-01
6.347897774113767100e-02,5.713107996702391222e-01
6.430338004946413444e-02,5.704863973619126449e-01
6.512778235779059788e-02,5.696619950535861676e-01
6.595218466611706132e-02,5.465787304204451358e-01
6.677658697444352476e-02,5.424567188788128602e-01
6.760098928276998820e-02,5.309150865622423998e-01
6.842539159109645164e-02,5.243198680956306923e-01
6.924979389942291508e-02,4.995877988458367613e-01
7.007419620774937852e-02,4.987633965375102840e-01
7.089859851607584196e-02,4.954657873042044303e-01
7.172300082440230540e-02,4.929925803792250538e-01
7.254740313272876884e-02,4.666117065127782237e-01
7.337180544105523228e-02,4.608408903544929935e-01
7.419620774938169572e-02,4.476504534212695785e-01
7.502061005770815916e-02,2.827699917559768905e-01
7.584501236603462260e-02,2.497938994229183807e-01
7.666941467436108604e-02,2.036273701566364280e-01
7.749381698268754948e-02,1.986809563066776474e-01
7.831821929101401292e-02,1.970321516900247205e-01
7.914262159934047636e-02,1.665292662819455871e-01
7.996702390766693980e-02,1.648804616652926602e-01
8.079142621599340324e-02,1.582852431986809527e-01
8.161582852431986668e-02,8.985985160758450108e-02
8.244023083264633012e-02,8.573784006595218388e-02
8.326463314097279356e-02,7.831821929101401292e-02
8.408903544929925700e-02,6.018136850783182418e-02
8.491343775762572044e-02,5.523495465787304354e-02
8.573784006595218388e-02,5.111294311624072634e-02
8.656224237427864732e-02,4.039571310799670162e-02
8.738664468260511076e-02,3.874690849134377474e-02
8.821104699093157420e-02,3.297609233305853066e-02
8.903544929925803764e-02,1.483924154987634018e-02
8.985985160758450108e-02,1.236603462489694986e-02
9.068425391591096452e-02,6.595218466611706652e-03
